person_number,answer1,answer2,answer3,answer4,answer5,answer6,answer7,answer8,answer9
A05800,1,1,1,2,1,1,2,3,1
A05801,1,1,1,1,1,1,1,2,2
A05802,2,1,1,1,1,1,2,3,2
A05803,1,1,2,2,2,2,2,2,2
A05804,4,1,3,1,3,4,4,1,3
A05805,2,4,4,1,3,2,3,1,2
A05806,1,1,1,1,1,1,2,2,1
A05807,4,1,4,1,3,4,3,1,4
A05808,3,1,3,1,4,4,3,1,4
A05809,4,1,4,1,4,3,3,1,4
A05810,2,1,2,3,2,2,2,2,2
A05811,4,1,4,1,3,3,3,1,4
A05812,2,1,2,3,2,2,2,3,2
A05813,4,1,4,1,4,4,3,1,3
A05814,2,1,2,3,1,1,2,2,2
A05815,1,1,1,1,1,1,2,2,2
A05816,4,1,3,1,4,3,4,1,3
A05817,4,1,4,1,3,3,4,1,4
A05818,2,1,2,2,2,2,2,3,2
A05819,4,1,3,1,4,3,3,1,3
A05820,1,1,3,1,1,1,1,4,1
A05821,4,1,4,1,4,3,4,1,3
A05822,4,1,4,1,4,3,3,1,4
A05823,2,1,1,2,1,2,1,2,2
A05824,3,1,3,1,3,3,4,1,4
A05825,2,1,1,3,1,2,2,2,2
A05826,2,1,1,3,1,2,1,2,2
A05827,3,1,4,1,3,3,4,1,4
A05828,4,1,3,1,3,3,3,1,3
A05829,3,1,4,1,4,4,3,1,4
A05830,4,1,4,1,3,4,4,1,4
A05831,2,1,1,1,1,1,1,2,1
A05832,3,1,3,1,4,3,3,1,3
A05833,2,1,2,1,1,1,1,5,1
A05834,3,1,3,1,3,4,4,1,3
A05835,3,1,3,1,3,4,3,1,4
A05836,3,1,3,1,3,3,4,1,3
A05837,1,1,1,1,1,1,1,3,2
A05838,4,1,3,1,3,3,4,1,4
A05839,1,1,1,3,1,2,2,2,2
A05840,1,1,2,1,1,1,1,4,1
A05841,2,1,3,1,1,1,1,4,1
A05842,2,1,1,1,1,1,2,3,2
A05843,4,1,3,1,4,4,4,1,4
A05844,3,1,3,1,3,4,4,1,4
A05845,1,1,3,1,1,1,1,5,1
A05846,3,1,3,1,3,3,4,1,3
A05847,1,1,1,3,1,1,1,3,1
A05848,4,1,4,1,3,3,3,1,3
A05849,2,1,1,3,1,1,1,3,1
A05850,3,1,3,1,3,4,4,1,4
A05851,2,1,1,1,1,1,2,2,2
A05852,2,1,2,3,1,1,2,2,2
A05853,1,1,3,1,1,1,1,5,1
A05854,4,1,3,1,3,3,3,1,3
A05855,1,1,1,1,1,1,2,2,1
A05856,4,1,4,1,4,3,4,1,3
A05857,1,3,3,1,4,2,4,1,3
A05858,3,1,4,1,4,4,3,1,3
A05859,3,1,4,1,4,3,4,1,4
A05860,3,1,4,1,3,4,3,1,4
A05861,4,1,3,1,3,4,3,1,3
A05862,3,1,3,1,3,4,4,1,3
A05863,3,1,3,1,3,4,4,1,4
A05864,2,1,2,1,1,1,1,4,1
A05865,1,1,2,3,1,1,2,3,2
A05866,2,1,1,1,1,1,1,3,2
A05867,3,1,4,1,4,3,3,1,4
A05868,3,1,4,1,4,4,4,1,3
A05869,1,1,2,2,1,2,2,3,2
A05870,3,1,4,1,4,4,3,1,4
A05871,4,1,3,1,4,3,3,1,4
A05872,4,1,4,1,3,4,4,1,4
A05873,1,1,1,2,1,2,2,2,2
A05874,4,1,4,1,3,3,3,1,4
A05875,4,1,4,1,4,4,4,1,3
A05876,3,1,3,1,3,4,4,1,3
A05877,1,1,2,1,1,1,1,4,1
A05878,3,1,3,1,4,4,4,1,3
A05879,2,1,1,1,1,1,1,3,2
A05880,3,1,4,1,4,4,4,1,4
A05881,1,1,2,2,2,1,1,2,2
A05882,2,1,1,2,2,2,1,2,1
A05883,2,1,2,1,1,1,1,4,1
A05884,1,1,2,1,1,1,1,5,1
A05885,2,1,2,1,1,1,1,4,1
A05886,4,1,4,1,4,4,3,1,3
A05887,3,1,3,1,3,4,4,1,4
A05888,4,1,3,1,4,4,4,1,3
A05889,3,1,4,1,3,4,4,1,4
A05890,1,1,1,1,1,1,1,2,2
A05891,2,1,2,2,1,2,1,2,2
A05892,4,1,4,1,3,3,4,1,3
A05893,4,1,3,1,4,3,3,1,3
A05894,4,1,3,1,3,4,3,1,3
A05895,2,1,1,1,1,1,2,3,2
A05896,2,1,3,1,1,1,1,4,1
A05897,1,1,2,1,1,1,1,5,1
A05898,3,1,4,1,4,4,4,1,4
A05899,1,1,2,2,1,2,2,2,2
A05900,2,1,3,1,1,1,1,5,1
A05901,3,1,4,1,3,4,4,1,4
A05902,2,1,2,1,1,1,1,5,1
A05903,2,1,2,1,1,1,1,5,1
A05904,1,1,3,1,1,1,1,4,1
A05905,1,1,2,1,1,1,1,5,1
A05906,2,1,1,1,1,1,1,3,1
A05907,2,1,3,1,1,1,1,5,1
A05908,1,3,3,1,3,2,4,1,3
A05909,2,1,3,1,1,1,1,5,1
A05910,3,1,3,1,3,3,3,1,3
A05911,3,1,4,1,3,3,4,1,3
A05912,1,4,3,1,4,2,4,2,2
A05913,3,1,3,1,3,4,3,1,3
A05914,4,1,3,1,3,3,3,1,4
A05915,3,1,3,1,4,3,4,1,3
A05916,3,1,4,1,4,3,4,1,3
A05917,2,1,1,1,1,1,1,2,2
A05918,1,1,2,3,1,1,1,3,2
A05919,1,3,4,1,4,3,3,1,3
A05920,1,1,2,1,1,1,1,4,1
A05921,3,1,4,1,3,3,4,1,3
A05922,1,1,1,1,1,1,2,3,1
A05923,2,3,3,1,3,2,3,2,3
A05924,1,1,1,1,1,1,1,3,2
A05925,1,4,3,1,4,3,4,1,3
A05926,1,1,1,1,1,1,1,2,1
A05927,4,1,4,1,3,4,3,1,3
A05928,3,1,4,1,3,4,4,1,4
A05929,2,1,2,2,1,1,1,3,2
A05930,2,4,4,1,3,2,3,2,2
A05931,3,1,3,1,4,4,4,1,4
A05932,4,1,3,1,4,3,4,1,4
A05933,4,1,3,1,3,4,4,1,3
A05934,1,1,3,1,1,1,1,4,1
A05935,1,1,2,2,1,1,1,3,2
A05936,3,1,3,1,3,3,4,1,4
A05937,4,1,4,1,4,3,4,1,3
A05938,4,1,3,1,4,4,3,1,4
A05939,4,1,4,1,4,3,4,1,3
A05940,3,1,3,1,3,3,4,1,3
A05941,2,1,2,1,1,1,1,4,1
A05942,4,1,3,1,3,4,3,1,3
A05943,4,1,4,1,3,3,4,1,4
A05944,2,1,1,1,1,1,1,3,1
A05945,1,1,3,1,1,1,1,4,1
A05946,1,1,3,1,1,1,1,5,1
A05947,1,1,2,1,1,1,1,5,1
A05948,4,1,3,1,3,3,4,1,4
A05949,2,1,1,2,2,1,2,3,2
A05950,4,1,3,1,4,4,4,1,3
A05951,3,1,4,1,3,3,4,1,4
A05952,1,1,1,1,1,1,1,3,2
A05953,3,1,3,1,4,3,4,1,4
A05954,2,3,3,1,3,3,3,1,3
A05955,3,1,3,1,4,3,4,1,4
A05956,2,1,2,3,2,2,1,2,2
A05957,1,4,3,1,4,3,4,2,2
A05958,3,1,4,1,4,4,3,1,4
A05959,3,1,4,1,4,3,4,1,4
A05960,2,4,3,1,4,3,4,2,2
A05961,1,1,2,1,1,1,1,5,1
A05962,4,1,4,1,3,4,4,1,4
A05963,2,1,1,1,1,1,1,3,1
A05964,3,1,4,1,3,3,3,1,3
A05965,2,1,1,1,1,1,1,3,2
A05966,1,1,2,2,2,1,2,3,1
A05967,4,1,3,1,4,3,4,1,3
A05968,2,1,2,1,1,1,1,5,1
A05969,3,1,3,1,4,4,4,1,4
A05970,1,1,3,1,1,1,1,4,1
A05971,3,1,4,1,4,4,4,1,3
A05972,3,1,4,1,4,3,3,1,4
A05973,1,1,1,1,1,1,2,3,1
A05974,3,1,3,1,4,3,4,1,3
A05975,1,1,1,1,1,1,2,2,2
A05976,1,1,3,1,1,1,1,4,1
A05977,3,1,4,1,3,4,4,1,3
A05978,2,1,1,3,2,1,1,3,1
A05979,3,1,4,1,3,3,4,1,4
A05980,2,1,3,1,1,1,1,4,1
A05981,4,1,3,1,4,4,3,1,4
A05982,2,1,2,1,1,1,1,4,1
A05983,3,1,3,1,4,4,3,1,3
A05984,2,1,3,1,1,1,1,4,1
A05985,3,1,3,1,3,4,4,1,4
A05986,1,4,4,1,3,3,3,1,2
A05987,4,1,4,1,4,3,3,1,3
A05988,1,1,2,3,1,1,2,3,2
A05989,4,1,4,1,3,4,4,1,3
A05990,3,1,3,1,4,4,4,1,4
A05991,4,1,3,1,4,4,3,1,4
A05992,1,1,1,1,1,1,2,2,1
A05993,1,1,3,1,1,1,1,4,1
A05994,4,1,4,1,4,4,3,1,3
A05995,4,1,4,1,3,4,4,1,3
A05996,2,4,4,1,4,3,4,1,2
A05997,1,1,1,1,1,1,1,2,1
A05998,1,1,1,3,1,2,1,3,1
A05999,4,1,3,1,4,4,4,1,4
A06000,4,1,4,1,3,3,4,1,3
A06001,1,1,3,1,1,1,1,4,1
A06002,3,1,3,1,4,3,4,1,4
A06003,4,1,4,1,3,4,4,1,4
A06004,2,1,1,1,1,1,1,3,2
A06005,2,1,2,1,1,1,1,5,1
A06006,3,1,4,1,3,4,4,1,4
A06007,1,1,1,2,1,1,1,3,1
A06008,1,1,1,1,1,1,2,2,2
A06009,2,1,2,1,1,1,1,4,1
A06010,1,1,1,2,2,2,2,2,2
A06011,4,1,4,1,4,3,3,1,3
A06012,2,1,2,2,1,1,1,2,2
A06013,2,1,2,1,1,1,1,4,1
A06014,1,3,3,1,4,3,3,1,3
A06015,2,1,3,1,1,1,1,5,1
A06016,3,1,3,1,3,3,4,1,4
A06017,4,1,4,1,3,3,4,1,3
A06018,2,1,2,1,1,1,1,5,1
A06019,3,1,4,1,4,4,3,1,4
A06020,1,1,2,1,1,1,1,5,1
A06021,4,1,3,1,3,3,4,1,3
A06022,3,1,4,1,4,4,3,1,3
A06023,4,1,4,1,4,4,3,1,3
A06024,3,1,3,1,3,4,3,1,4
A06025,4,1,3,1,3,4,4,1,3
A06026,4,1,3,1,4,3,4,1,4
A06027,1,1,2,3,1,2,1,3,1
A06028,1,4,4,1,3,2,4,2,3
A06029,2,4,4,1,4,2,4,2,2
A06030,1,1,3,1,1,1,1,5,1
A06031,1,1,1,2,2,2,2,2,1
A06032,2,1,2,2,2,1,2,3,1
A06033,4,1,3,1,4,3,3,1,3
A06034,1,1,2,1,1,1,1,5,1
A06035,4,1,4,1,4,4,3,1,4
A06036,2,1,1,1,1,1,2,2,2
A06037,3,1,3,1,4,4,4,1,4
A06038,4,1,4,1,4,3,3,1,3
A06039,3,1,4,1,3,3,3,1,4
A06040,2,1,2,1,1,1,1,4,1
A06041,2,1,3,1,1,1,1,4,1
A06042,3,1,3,1,3,4,3,1,4
A06043,3,1,3,1,4,4,4,1,4
A06044,4,1,4,1,4,3,4,1,3
A06045,2,1,1,1,1,1,1,3,1
A06046,4,1,3,1,3,3,4,1,3
A06047,4,1,3,1,4,4,4,1,4
A06048,1,4,4,1,3,2,3,2,2
A06049,2,1,2,1,1,1,1,4,1
A06050,4,1,3,1,3,3,4,1,4
A06051,3,1,4,1,4,4,3,1,4
A06052,2,1,1,1,1,1,1,2,1
A06053,4,1,3,1,4,3,4,1,4
A06054,2,1,3,1,1,1,1,4,1
A06055,3,1,4,1,4,3,3,1,3
A06056,4,1,3,1,3,4,4,1,3
A06057,4,1,3,1,3,3,4,1,3
A06058,3,1,3,1,3,4,4,1,4
A06059,1,1,1,1,1,1,1,3,1
A06060,3,1,4,1,4,4,4,1,4
A06061,1,4,3,1,3,2,4,1,2
A06062,1,1,1,3,1,1,2,2,1
A06063,2,1,2,2,2,1,1,2,1
A06064,1,1,2,1,1,1,1,4,1
A06065,4,1,3,1,4,3,3,1,4
A06066,4,1,4,1,3,4,4,1,4
A06067,2,1,1,1,1,1,1,2,1
A06068,1,1,1,1,1,1,2,3,2
A06069,4,1,4,1,3,4,4,1,4
A06070,4,1,4,1,3,3,4,1,3
A06071,3,1,3,1,3,4,4,1,3
A06072,1,1,1,3,2,2,2,3,2
A06073,4,1,4,1,3,3,4,1,3
A06074,2,1,1,1,1,1,2,3,2
A06075,4,1,4,1,4,3,4,1,4
A06076,2,1,2,1,1,1,1,4,1
A06077,1,1,3,1,1,1,1,5,1
A06078,2,1,2,3,2,2,2,2,2
A06079,4,1,3,1,3,3,3,1,4
A06080,1,1,2,3,2,2,2,3,1
A06081,2,1,1,1,1,1,1,2,2
A06082,3,1,4,1,3,4,3,1,3
A06083,1,1,1,3,2,1,1,3,1
A06084,2,1,1,1,1,1,2,3,1
A06085,2,1,2,1,1,1,1,5,1
A06086,2,1,1,1,1,1,2,2,2
A06087,4,1,3,1,3,3,3,1,3
A06088,3,1,4,1,3,4,4,1,3
A06089,4,1,3,1,4,4,3,1,4
A06090,2,4,3,1,3,3,4,2,3
A06091,4,1,4,1,4,3,4,1,3
A06092,3,1,4,1,3,4,3,1,4
A06093,1,1,1,3,1,2,1,2,2
A06094,1,1,3,1,1,1,1,5,1
A06095,1,1,2,1,1,1,1,4,1
A06096,2,1,1,1,1,1,1,3,2
A06097,3,1,4,1,3,3,4,1,4
A06098,2,1,1,3,2,2,2,3,1
A06099,3,1,3,1,3,4,4,1,3
A06100,3,1,3,1,3,4,4,1,3
A06101,1,1,1,1,1,1,2,2,2
A06102,4,1,3,1,4,4,3,1,4
A06103,1,3,3,1,4,2,3,1,3
A06104,1,1,1,1,1,1,2,2,1
A06105,4,1,4,1,3,3,4,1,4
A06106,3,1,4,1,4,4,3,1,4
A06107,1,1,2,1,1,1,1,4,1
A06108,3,1,3,1,3,4,4,1,4
A06109,1,1,2,3,1,1,2,2,1
A06110,2,1,2,1,1,1,1,4,1
A06111,1,1,2,1,1,1,1,4,1
A06112,3,1,3,1,3,4,3,1,4
A06113,3,1,3,1,4,3,4,1,3
A06114,4,1,3,1,4,4,4,1,4
A06115,2,1,2,1,1,1,1,4,1
A06116,4,1,3,1,3,3,4,1,3
A06117,3,1,4,1,3,4,4,1,3
A06118,2,1,1,1,1,1,2,2,2
A06119,4,1,3,1,4,3,4,1,3
A06120,4,1,3,1,4,4,4,1,3
A06121,3,1,4,1,4,3,4,1,3
A06122,3,1,3,1,4,4,4,1,3
A06123,1,1,2,3,2,2,1,2,2
A06124,4,1,3,1,3,4,4,1,3
A06125,4,1,3,1,4,3,4,1,3
A06126,2,1,2,1,1,1,1,5,1
A06127,3,1,4,1,3,3,4,1,4
A06128,2,1,2,2,2,2,2,3,2
A06129,3,1,3,1,3,3,4,1,3
A06130,2,1,1,1,1,1,2,2,2
A06131,1,1,1,3,1,1,1,2,1
A06132,4,1,3,1,3,4,3,1,3
A06133,1,1,2,1,1,1,1,5,1
A06134,2,1,1,1,1,1,1,3,1
A06135,3,1,4,1,3,3,4,1,3
A06136,2,1,1,3,1,2,1,3,2
A06137,4,1,4,1,3,3,3,1,3
A06138,4,1,3,1,3,4,4,1,3
A06139,3,1,4,1,3,4,4,1,4
A06140,2,1,1,1,1,1,1,2,2
A06141,1,1,2,1,1,1,1,4,1
A06142,4,1,3,1,3,3,4,1,4
A06143,3,1,3,1,4,3,3,1,4
A06144,1,1,2,1,1,1,1,5,1
A06145,3,1,4,1,3,4,3,1,4
A06146,2,1,1,2,1,2,2,3,1
A06147,4,1,3,1,4,4,4,1,4
A06148,1,1,3,1,1,1,1,4,1
A06149,4,1,3,1,4,4,4,1,4
A06150,1,1,2,3,2,1,1,3,1
A06151,1,1,2,3,1,1,1,3,1
A06152,4,1,4,1,4,4,4,1,4
A06153,4,1,4,1,4,3,3,1,3
A06154,3,1,4,1,4,4,3,1,4
A06155,2,1,2,3,1,1,1,3,1
A06156,1,1,1,2,1,1,2,2,1
A06157,3,1,4,1,3,3,4,1,4
A06158,2,1,1,3,1,1,2,3,1
A06159,1,1,3,1,1,1,1,4,1
A06160,4,1,3,1,4,3,3,1,3
A06161,1,1,1,2,1,2,1,3,2
A06162,4,1,4,1,4,3,3,1,3
A06163,2,1,1,1,1,1,2,2,1
A06164,3,1,4,1,3,4,3,1,4
A06165,4,1,4,1,3,4,4,1,3
A06166,4,1,4,1,4,4,4,1,4
A06167,1,1,2,3,2,1,2,3,2
A06168,4,1,3,1,4,4,3,1,3
A06169,3,1,4,1,3,4,3,1,4
A06170,2,1,3,1,1,1,1,4,1
A06171,2,1,2,1,1,1,1,4,1
A06172,1,3,3,1,4,3,3,2,3
A06173,4,1,4,1,3,4,4,1,3
A06174,3,1,3,1,3,4,4,1,3
A06175,3,1,3,1,4,3,4,1,3
A06176,1,1,3,1,1,1,1,4,1
A06177,1,1,2,3,2,1,2,3,1
A06178,4,1,4,1,3,4,4,1,3
A06179,1,1,1,3,2,1,1,3,2
A06180,2,1,3,1,1,1,1,5,1
A06181,4,1,4,1,3,4,4,1,3
A06182,2,1,2,1,1,1,1,4,1
A06183,2,1,3,1,1,1,1,5,1
A06184,2,1,3,1,1,1,1,5,1
A06185,3,1,3,1,3,3,4,1,3
A06186,2,1,2,1,1,1,1,4,1
A06187,1,1,2,3,2,1,1,3,1
A06188,1,1,2,1,1,1,1,4,1
A06189,1,1,1,1,1,1,1,3,1
A06190,3,1,3,1,4,3,3,1,3
A06191,1,1,1,1,1,1,1,3,1
A06192,3,1,3,1,4,3,3,1,3
A06193,4,1,4,1,4,4,3,1,3
A06194,1,1,1,2,1,1,2,2,1
A06195,3,1,3,1,3,3,3,1,4
A06196,2,1,1,1,1,1,2,3,1
A06197,4,1,3,1,3,4,3,1,4
A06198,2,1,1,2,1,2,1,2,1
A06199,3,1,4,1,3,3,3,1,4
A06200,2,1,2,1,1,1,1,4,1
A06201,2,1,3,1,1,1,1,5,1
A06202,1,1,1,2,1,1,1,2,2
A06203,4,1,3,1,3,3,3,1,4
A06204,2,1,1,1,1,1,1,2,1
A06205,1,1,2,3,1,1,2,2,2
A06206,2,1,2,2,2,2,1,3,2
A06207,4,1,3,1,4,3,3,1,3
A06208,1,1,2,1,1,1,1,4,1
A06209,1,1,1,1,1,1,1,3,2
A06210,4,1,4,1,3,3,4,1,4
A06211,4,1,3,1,4,4,4,1,4
A06212,4,1,4,1,3,4,3,1,4
A06213,2,1,1,1,1,1,1,3,1
A06214,2,4,3,1,4,2,4,1,2
A06215,2,1,1,1,1,1,1,2,2
A06216,3,1,3,1,3,3,3,1,3
A06217,4,1,3,1,4,3,4,1,4
A06218,3,1,3,1,3,3,3,1,4
A06219,4,1,4,1,3,4,3,1,3
A06220,4,1,4,1,3,3,3,1,4
A06221,2,3,3,1,3,2,4,1,3
A06222,1,3,4,1,3,3,3,1,2
A06223,3,1,4,1,3,3,4,1,3
A06224,2,1,1,1,1,1,2,3,2
A06225,2,3,3,1,3,3,4,2,3
A06226,1,1,1,1,1,1,2,2,1
A06227,2,1,1,1,1,1,2,2,2
A06228,2,1,2,2,2,2,2,2,2
A06229,4,1,3,1,4,4,3,1,3
A06230,4,1,4,1,3,4,4,1,3
A06231,1,1,1,1,1,1,2,2,1
A06232,1,1,2,1,1,1,1,4,1
A06233,1,1,2,1,1,1,1,4,1
A06234,1,3,4,1,4,2,4,2,2
A06235,4,1,4,1,3,4,4,1,4
A06236,4,1,3,1,3,3,3,1,4
A06237,3,1,3,1,3,3,4,1,4
A06238,3,1,4,1,3,3,3,1,3
A06239,3,1,4,1,3,3,3,1,4
A06240,3,1,3,1,3,3,3,1,3
A06241,3,1,4,1,4,3,4,1,4
A06242,4,1,3,1,4,3,4,1,4
A06243,1,1,1,3,1,1,1,3,1
A06244,4,1,4,1,3,4,4,1,4
A06245,4,1,4,1,4,3,4,1,3
A06246,2,1,3,1,1,1,1,4,1
A06247,4,1,3,1,4,3,4,1,4
A06248,1,1,1,1,1,1,1,2,2
A06249,3,1,4,1,4,4,3,1,3
A06250,3,1,3,1,4,3,4,1,4
A06251,4,1,3,1,4,4,4,1,4
A06252,1,1,1,1,1,1,2,2,2
A06253,1,1,3,1,1,1,1,5,1
A06254,2,1,2,3,2,2,2,3,1
A06255,2,1,1,1,1,1,2,2,2
A06256,1,1,2,1,1,1,1,4,1
A06257,3,1,4,1,3,4,3,1,4
A06258,2,1,3,1,1,1,1,4,1
A06259,1,1,1,1,1,1,1,3,1
A06260,1,1,2,1,1,1,1,4,1
A06261,4,1,3,1,3,4,3,1,4
A06262,2,1,2,1,1,1,1,5,1
A06263,2,1,2,1,1,1,1,5,1
A06264,4,1,3,1,3,3,3,1,3
A06265,1,1,1,3,1,2,2,3,2
A06266,1,1,2,2,2,1,1,3,1
A06267,2,4,4,1,4,3,3,1,2
A06268,3,1,3,1,4,3,4,1,4
A06269,3,1,3,1,3,4,4,1,4
A06270,1,1,1,3,1,1,1,3,1
A06271,3,1,4,1,3,4,3,1,4
A06272,3,1,4,1,3,3,3,1,4
A06273,1,1,2,1,1,1,1,4,1
A06274,3,1,3,1,3,3,4,1,3
A06275,3,1,4,1,3,4,3,1,3
A06276,1,1,2,1,1,1,1,4,1
A06277,4,1,4,1,4,3,3,1,3
A06278,4,1,4,1,4,3,4,1,4
A06279,1,1,3,1,1,1,1,5,1
A06280,4,1,3,1,3,3,4,1,4
A06281,4,1,3,1,4,4,4,1,3
A06282,4,1,3,1,4,3,3,1,4
A06283,3,1,4,1,4,3,3,1,4
A06284,1,1,2,3,1,1,2,3,2
A06285,1,1,1,2,1,1,2,2,1
A06286,4,1,4,1,3,4,3,1,3
A06287,1,1,2,1,1,1,1,4,1
A06288,1,4,3,1,4,2,4,1,3
A06289,1,1,2,1,1,1,1,4,1
A06290,1,4,3,1,3,3,4,1,3
A06291,1,1,1,1,1,1,1,3,2
A06292,2,1,1,2,1,2,1,2,2
A06293,3,1,4,1,4,4,4,1,4
A06294,3,1,4,1,4,4,3,1,3
A06295,2,1,3,1,1,1,1,5,1
A06296,3,1,4,1,4,4,3,1,3
A06297,4,1,3,1,4,3,3,1,3
A06298,3,1,4,1,3,4,4,1,4
A06299,4,1,3,1,3,3,4,1,3
A06300,2,1,3,1,1,1,1,5,1
A06301,4,1,3,1,3,4,3,1,3
A06302,3,1,4,1,4,3,3,1,4
A06303,3,1,4,1,3,3,4,1,3
A06304,1,1,2,3,2,2,1,3,1
A06305,4,1,3,1,4,4,3,1,4
A06306,2,3,4,1,4,2,3,2,2
A06307,1,1,1,1,1,1,2,2,1
A06308,1,1,2,2,1,2,1,3,1
A06309,4,1,3,1,3,4,4,1,4
A06310,2,1,2,3,1,2,1,2,2
A06311,4,1,4,1,4,4,4,1,4
A06312,3,1,4,1,3,4,4,1,4
A06313,3,1,3,1,3,3,4,1,4
A06314,2,1,3,1,1,1,1,5,1
A06315,4,1,3,1,4,4,3,1,4
A06316,3,1,3,1,4,3,4,1,3
A06317,4,1,3,1,3,4,3,1,4
A06318,1,1,1,1,1,1,1,3,2
A06319,3,1,4,1,3,3,3,1,4
A06320,3,1,4,1,3,4,3,1,3
A06321,1,1,1,3,2,2,1,2,2
A06322,4,1,3,1,3,4,4,1,4
A06323,2,1,1,1,1,1,2,3,2
A06324,2,1,1,1,1,1,2,3,2
A06325,1,1,1,1,1,1,1,3,1
A06326,4,1,4,1,3,4,3,1,4
A06327,2,1,2,1,1,1,1,4,1
A06328,1,1,1,1,1,1,2,3,1
A06329,4,1,3,1,3,3,4,1,4
A06330,3,1,4,1,3,3,4,1,3
A06331,3,1,4,1,4,3,4,1,3
A06332,1,1,3,1,1,1,1,4,1
A06333,3,1,4,1,4,3,4,1,4
A06334,1,1,2,1,1,1,1,5,1
A06335,3,1,3,1,3,3,4,1,4
A06336,3,1,4,1,4,4,3,1,3
A06337,1,1,1,1,1,1,1,3,2
A06338,1,1,1,1,1,1,2,3,1
A06339,4,1,3,1,3,4,4,1,4
A06340,4,1,3,1,3,4,4,1,4
A06341,4,1,3,1,4,4,4,1,3
A06342,3,1,3,1,4,4,4,1,3
A06343,2,1,1,1,1,1,1,2,2
A06344,2,1,2,3,1,1,1,3,2
A06345,3,1,3,1,4,3,4,1,3
A06346,2,1,1,3,1,2,1,3,1
A06347,4,1,3,1,3,4,3,1,4
A06348,2,1,2,1,1,1,1,5,1
A06349,4,1,4,1,4,3,3,1,4
A06350,3,1,4,1,3,3,3,1,3
A06351,1,1,2,2,1,2,2,3,1
A06352,1,1,2,1,1,1,1,5,1
A06353,1,1,1,2,1,2,2,3,1
A06354,1,1,2,1,1,1,1,5,1
A06355,1,1,1,2,1,2,2,3,1
A06356,4,1,4,1,3,4,3,1,4
A06357,1,1,1,2,1,1,1,3,2
A06358,2,4,4,1,3,2,3,1,2
A06359,4,1,4,1,4,4,4,1,4
A06360,1,1,1,2,1,2,2,3,2
A06361,1,1,2,2,2,2,2,2,1
A06362,1,1,2,2,2,1,2,3,1
A06363,1,4,4,1,3,3,3,1,3
A06364,3,1,4,1,3,3,4,1,3
A06365,2,1,1,3,2,2,2,2,1
A06366,2,4,4,1,4,2,3,1,2
A06367,1,1,2,3,1,2,2,2,2
A06368,2,1,1,1,1,1,1,3,1
A06369,1,4,4,1,4,3,4,2,3
A06370,1,1,1,1,1,1,1,3,2
A06371,2,1,2,1,1,1,1,5,1
A06372,4,1,4,1,4,3,4,1,4
A06373,1,1,2,2,1,1,2,2,1
A06374,1,1,1,1,1,1,1,2,2
A06375,4,1,3,1,3,4,4,1,3
A06376,1,1,1,1,1,1,1,3,2
A06377,1,1,3,1,1,1,1,4,1
A06378,2,1,3,1,1,1,1,5,1
A06379,3,1,3,1,4,4,3,1,3
A06380,2,1,3,1,1,1,1,4,1
A06381,3,1,3,1,3,4,4,1,4
A06382,3,1,3,1,4,3,3,1,4
A06383,1,1,2,1,1,1,1,4,1
A06384,2,1,1,1,1,1,2,2,2
A06385,3,1,3,1,4,4,4,1,4
A06386,1,1,1,1,1,1,2,2,2
A06387,4,1,3,1,4,4,4,1,4
A06388,2,1,3,1,1,1,1,5,1
A06389,4,1,4,1,3,3,4,1,3
A06390,1,1,2,2,1,2,2,2,1
A06391,1,1,1,1,1,1,1,3,2
A06392,1,1,2,2,2,1,2,2,2
A06393,3,1,3,1,3,4,3,1,3
A06394,1,1,1,1,1,1,2,2,2
A06395,1,1,3,1,1,1,1,5,1
A06396,4,1,3,1,3,3,4,1,3
A06397,2,4,3,1,4,2,3,1,3
A06398,3,1,3,1,3,3,4,1,3
A06399,3,1,3,1,4,3,4,1,3
A06400,1,1,2,2,1,2,2,3,2
A06401,1,1,3,1,1,1,1,4,1
A06402,1,1,1,2,2,1,2,2,2
A06403,3,1,4,1,3,4,4,1,4
A06404,1,1,1,1,1,1,1,2,2
A06405,2,1,1,3,1,2,2,3,1
A06406,3,1,4,1,4,3,4,1,4
A06407,2,1,1,3,1,1,1,2,1
A06408,3,1,4,1,3,4,4,1,4
A06409,1,1,1,1,1,1,1,2,2
A06410,2,1,2,1,1,1,1,4,1
A06411,1,1,1,1,1,1,2,2,1
A06412,3,1,4,1,4,4,3,1,3
A06413,3,1,3,1,3,3,3,1,4
A06414,4,1,3,1,3,4,3,1,3
A06415,3,1,3,1,4,4,3,1,4
A06416,4,1,3,1,4,4,3,1,3
A06417,2,1,3,1,1,1,1,5,1
A06418,1,1,2,3,2,1,1,3,2
A06419,2,1,3,1,1,1,1,5,1
A06420,4,1,4,1,4,3,3,1,3
A06421,1,1,2,1,1,1,1,4,1
A06422,1,1,1,1,1,1,2,3,1
A06423,3,1,4,1,4,4,3,1,4
A06424,4,1,4,1,3,4,3,1,4
A06425,2,1,2,3,2,1,1,3,1
A06426,3,1,3,1,3,4,4,1,4
A06427,1,3,4,1,4,3,4,2,2
A06428,2,4,3,1,4,3,4,1,2
A06429,2,1,1,1,1,1,1,2,1
A06430,1,1,1,1,1,1,2,3,2
A06431,2,1,1,3,1,2,2,3,2
A06432,3,1,4,1,4,4,3,1,3
A06433,4,1,4,1,3,4,4,1,4
